,,Name,Username,"User Profile","Tweet ID",Retweets,Comments,Favorites,"Is Retweet?",Date,"Tweet Text","Tweet Source","Status URL"
11,,Long,Long07160565,https://www.twitter.com/Long07160565,"ID: 1727140635483005425",0,0,0,,"2023-11-22 01:43:10","@elonmusk 😂😂","Twitter Web App",https://www.twitter.com/Long07160565/status/1727140635483005425
12,,icecream,s9sbxh,https://www.twitter.com/s9sbxh,"ID: 1727140659298267151",0,0,0,,"2023-11-22 01:43:16","@elonmusk God meme is funny as always","Twitter for Android",https://www.twitter.com/s9sbxh/status/1727140659298267151
13,,nununana,aoisoyra,https://www.twitter.com/aoisoyra,"ID: 1727140718916128835",0,0,0,,"2023-11-22 01:43:30","@elonmusk Are u sure u will be in heaven?","Twitter for Android",https://www.twitter.com/aoisoyra/status/1727140718916128835
14,,"Sarthak Tyagi",sarthak31tyagi,https://www.twitter.com/sarthak31tyagi,"ID: 1727140811152973907",0,0,0,,"2023-11-22 01:43:52","@elonmusk We don't need to explain anything in heaven.This is hell","Twitter for Android",https://www.twitter.com/sarthak31tyagi/status/1727140811152973907
15,,"Đặng văn Đoàn",doandang1473496,https://www.twitter.com/doandang1473496,"ID: 1727140808376324355",0,0,0,,"2023-11-22 01:43:52","@elonmusk Đường phố,giao thông khoa học và rất quy củ","Twitter for iPhone",https://www.twitter.com/doandang1473496/status/1727140808376324355
16,,"Whitley Randall",WhitleyRanda11,https://www.twitter.com/WhitleyRanda11,"ID: 1727140825552019637",0,0,0,,"2023-11-22 01:43:56","@elonmusk ahahaha so funny","Twitter Web App",https://www.twitter.com/WhitleyRanda11/status/1727140825552019637
17,,"ojo ayomide temitope❤️ 🇳🇬",Ayomide827,https://www.twitter.com/Ayomide827,"ID: 1727140887824621571",0,0,0,,"2023-11-22 01:44:11","@elonmusk Ahhhh 😂","Twitter for iPhone",https://www.twitter.com/Ayomide827/status/1727140887824621571
18,,twofers,annemarieaberc1,https://www.twitter.com/annemarieaberc1,"ID: 1727140925674065922",0,0,0,,"2023-11-22 01:44:20","@elonmusk 🥰","Twitter for Android",https://www.twitter.com/annemarieaberc1/status/1727140925674065922
19,,DanaX,Dana_X83,https://www.twitter.com/Dana_X83,"ID: 1727140938202706140",0,0,1,,"2023-11-22 01:44:23","@Wallruss90 @elonmusk 😂","Twitter for iPhone",https://www.twitter.com/Dana_X83/status/1727140938202706140
20,,"Sun Man",SunMan544124898,https://www.twitter.com/SunMan544124898,"ID: 1727141010717716777",0,0,0,,"2023-11-22 01:44:40","@elonmusk Hilarious but I Don't think he'll need an explanation. There is too much of what  we really do not understand.","Twitter for Android",https://www.twitter.com/SunMan544124898/status/1727141010717716777
21,,"pauline Warren",kingjesus2016,https://www.twitter.com/kingjesus2016,"ID: 1727141029076496514",0,0,0,,"2023-11-22 01:44:44","@elonmusk No excuses for U ......lolololol","Twitter for Android",https://www.twitter.com/kingjesus2016/status/1727141029076496514
22,,wickedbtchofthesouth,groovinnitti,https://www.twitter.com/groovinnitti,"ID: 1727141382991569394",0,0,0,,"2023-11-22 01:46:09","@elonmusk ""It was for the laughs"" please forgive me","Twitter for Android",https://www.twitter.com/groovinnitti/status/1727141382991569394
23,,FactsOfLife1,facts_life1,https://www.twitter.com/facts_life1,"ID: 1727141436515074100",0,0,0,,"2023-11-22 01:46:21","@UdyHighs @elonmusk https://t.co/rZruBgSgNX","Twitter for iPhone",https://www.twitter.com/facts_life1/status/1727141436515074100
24,,"Massage In Dubai",dubai_mass69281,https://www.twitter.com/dubai_mass69281,"ID: 1727141439430369719",0,0,0,,"2023-11-22 01:46:22","@elonmusk Exceptional performance!","Twitter Web App",https://www.twitter.com/dubai_mass69281/status/1727141439430369719
25,,"pam stiegeler",PamP9641,https://www.twitter.com/PamP9641,"ID: 1727141442060185757",0,0,0,,"2023-11-22 01:46:23","@elonmusk Lots of Luck!!! Funny!!","Twitter for Android",https://www.twitter.com/PamP9641/status/1727141442060185757
26,,"Dunny Kruger",KrugerDunny,https://www.twitter.com/KrugerDunny,"ID: 1727141465019826301",0,0,0,,"2023-11-22 01:46:28","@elonmusk @mccranieart Explaining TO god, genius. https://t.co/OIpMq3i03X","Twitter for Android",https://www.twitter.com/KrugerDunny/status/1727141465019826301
27,,"John Campbell",JohnCam14394418,https://www.twitter.com/JohnCam14394418,"ID: 1727141505972973652",0,1,1,,"2023-11-22 01:46:38","@ellisoconnor @fopminui @mariewalsh18 @elonmusk Good lord, I feel a lot of sympathy for you 🙏","Twitter for Android",https://www.twitter.com/JohnCam14394418/status/1727141505972973652
28,,"karmen kelk",KarmenKelk1,https://www.twitter.com/KarmenKelk1,"ID: 1727141529414987892",0,0,0,,"2023-11-22 01:46:44","@elonmusk Dear, Lord in Heaven and Peter the Gatekeeper...as you see...these seals...","Twitter for Android",https://www.twitter.com/KarmenKelk1/status/1727141529414987892
29,,kb,karenband3lmted,https://www.twitter.com/karenband3lmted,"ID: 1727141564349128779",0,0,0,,"2023-11-22 01:46:52","@elonmusk 🤣🤣😂😂🤣🤣🤣","Twitter Web App",https://www.twitter.com/karenband3lmted/status/1727141564349128779
30,,"Chandrakumar Patel",Chandra77117215,https://www.twitter.com/Chandra77117215,"ID: 1727141568824717513",0,0,0,,"2023-11-22 01:46:53","@elonmusk #सन1513_में_काशीभंडाराशेखराकी ईर्ष्यावश कबीर साहेब को काशी से भगाने के लिए उनके नाम का झूठा निमंत्रण पत्र पूरे भारतवर्ष में प्रचारित कर दिया। निमंत्रण पत्र में लिखा की कबीर पुत्र नीरू काशी में तीन दिन तक भंडारा (लंगर) करेगा। भोजन करने वाले को प्रत्येक बार भंडारा करने पर एक","Twitter for Android",https://www.twitter.com/Chandra77117215/status/1727141568824717513
31,,Braba🌊🌊🌊,Braba817,https://www.twitter.com/Braba817,"ID: 1727141586281357452",0,0,0,,"2023-11-22 01:46:57","@elonmusk Awfully optimistic of you with all of your hate mongering","Twitter for Android",https://www.twitter.com/Braba817/status/1727141586281357452
32,,"Massage In Dubai",dubai_mass95761,https://www.twitter.com/dubai_mass95761,"ID: 1727141646331248815",0,0,0,,"2023-11-22 01:47:11","@elonmusk You are a true trailblazer in your field!","Twitter Web App",https://www.twitter.com/dubai_mass95761/status/1727141646331248815
33,,"Cyrus Byrd.",Cyrus085884832,https://www.twitter.com/Cyrus085884832,"ID: 1727141674097508828",0,0,0,,"2023-11-22 01:47:18","@elonmusk Better be worried bout that devil costume. Just saying brah","Twitter for iPhone",https://www.twitter.com/Cyrus085884832/status/1727141674097508828
34,,"Lawn boy",lawnboy106,https://www.twitter.com/lawnboy106,"ID: 1727141907254677830",0,0,0,,"2023-11-22 01:48:14","@elonmusk 😂😅😂😅","Twitter Web App",https://www.twitter.com/lawnboy106/status/1727141907254677830
35,,Zero,ZeroToSclero,https://www.twitter.com/ZeroToSclero,"ID: 1727141929065029741",0,1,1,,"2023-11-22 01:48:19","@Chrisz_Nftz @elonmusk is it $black?","Twitter Web App",https://www.twitter.com/ZeroToSclero/status/1727141929065029741
36,,Stonedpipes👁⃤,Stonedpipez,https://www.twitter.com/Stonedpipez,"ID: 1727141944349053053",0,0,1,,"2023-11-22 01:48:22","@elonmusk https://t.co/bhzLry5zXA","Twitter Web App",https://www.twitter.com/Stonedpipez/status/1727141944349053053
37,,"Dietz Nuts",DieezNuds,https://www.twitter.com/DieezNuds,"ID: 1727141976141959273",0,0,0,,"2023-11-22 01:48:30","@elonmusk https://t.co/DIrtjshEUx","Twitter for Android",https://www.twitter.com/DieezNuds/status/1727141976141959273
38,,"Andy Shepheard",ashep114,https://www.twitter.com/ashep114,"ID: 1727141980638212572",0,0,0,,"2023-11-22 01:48:31","@elonmusk Meme scheme","Twitter for Android",https://www.twitter.com/ashep114/status/1727141980638212572
39,,FactsOfLife1,facts_life1,https://www.twitter.com/facts_life1,"ID: 1727142156933140962",0,0,0,,"2023-11-22 01:49:13","@WillMorgan2023 @elonmusk The eyes the eyes","Twitter for iPhone",https://www.twitter.com/facts_life1/status/1727142156933140962
40,,"Grace Smith",GraceSmith62648,https://www.twitter.com/GraceSmith62648,"ID: 1727142161072951700",0,0,0,,"2023-11-22 01:49:14","@elonmusk I'm sorry, but I cannot access external links or view the content of the specific article you mentioned. However, I'm here to help you with any questions or discuss any topic within the allowed guidelines.","Twitter Web App",https://www.twitter.com/GraceSmith62648/status/1727142161072951700
41,,"Massage In Dubai",dubai_mass80289,https://www.twitter.com/dubai_mass80289,"ID: 1727142201388646693",0,0,0,,"2023-11-22 01:49:24","@elonmusk Hats off to you!","Twitter Web App",https://www.twitter.com/dubai_mass80289/status/1727142201388646693
42,,"William Cowan",WilliamCow29159,https://www.twitter.com/WilliamCow29159,"ID: 1727142270993076729",0,0,0,,"2023-11-22 01:49:40","@elonmusk LoL","Twitter Web App",https://www.twitter.com/WilliamCow29159/status/1727142270993076729
43,,"Papa Bear",PapaBearhands,https://www.twitter.com/PapaBearhands,"ID: 1727142414899405310",0,0,0,,"2023-11-22 01:50:15","@Chrisz_Nftz @elonmusk $Blackm is charting bullish TA","Twitter for iPhone",https://www.twitter.com/PapaBearhands/status/1727142414899405310
44,,"Dirty white boy 2.0 🏴‍☠️🇳🇱🚜",dirtywhiteboy_1,https://www.twitter.com/dirtywhiteboy_1,"ID: 1727142495606526090",0,0,0,,"2023-11-22 01:50:34","@elonmusk 🤣🤣🤣🤣🤣","Twitter for Android",https://www.twitter.com/dirtywhiteboy_1/status/1727142495606526090
45,,belinda,belinda76584608,https://www.twitter.com/belinda76584608,"ID: 1727142513457377638",0,0,0,,"2023-11-22 01:50:38","@elonmusk Well at least you weren't robbing peter to pay Paul....we felt like we did that for around 10 years☺️, Paul has some explaining to do when he gets there😁","Twitter for Android",https://www.twitter.com/belinda76584608/status/1727142513457377638
46,,Kelina.ETH,Kelina_ETH,https://www.twitter.com/Kelina_ETH,"ID: 1727142580566315095",0,1,0,,"2023-11-22 01:50:54","@elonmusk 👀👀","Twitter for iPhone",https://www.twitter.com/Kelina_ETH/status/1727142580566315095
47,,Morteza,Mortezabihzadeh,https://www.twitter.com/Mortezabihzadeh,"ID: 1727142602695430549",0,0,0,,"2023-11-22 01:50:59","@elonmusk Lol 😂 😂 😂 😂","Twitter for Android",https://www.twitter.com/Mortezabihzadeh/status/1727142602695430549
48,,"Reply Guy",linktreebitcoin,https://www.twitter.com/linktreebitcoin,"ID: 1727142839971422663",0,0,1,,"2023-11-22 01:51:56","@1864Memes @elonmusk Massachusetts can only be dispelled with comedy.","Twitter for Android",https://www.twitter.com/linktreebitcoin/status/1727142839971422663
49,,"Arvind 🇮🇳",arvind_inn,https://www.twitter.com/arvind_inn,"ID: 1727142846262906899",0,0,0,,"2023-11-22 01:51:57","@elonmusk God be like Why he is here , send him in hell , increase fire 🔥 power too 😂","Twitter for Android",https://www.twitter.com/arvind_inn/status/1727142846262906899
50,,"In Other News Media; IG: 10BitEye ™️ ⭐⭐⭐⭐⭐",ALTMONEYFUND,https://www.twitter.com/ALTMONEYFUND,"ID: 1727142843129741519",0,0,0,,"2023-11-22 01:51:57","@elonmusk https://t.co/UMiXyiXmNO","Twitter for Android",https://www.twitter.com/ALTMONEYFUND/status/1727142843129741519
51,,Implantsong,song_wooseok,https://www.twitter.com/song_wooseok,"ID: 1727142848246759502",0,0,0,,"2023-11-22 01:51:58","@elonmusk 🙏","Twitter for Android",https://www.twitter.com/song_wooseok/status/1727142848246759502
52,,"Prof. Jenkins",edward_jenkins,https://www.twitter.com/edward_jenkins,"ID: 1727142853934252085",0,0,0,,"2023-11-22 01:51:59","@MaclainHunter @TiffMoodNukes @elonmusk Okay, I see your train of thought. In essence, it is because it is, and my lack of understanding is due to my limited perception and stilted comprehension.As a model for the universe, it's simple enough. Where does that leave humanity?","Twitter for Android",https://www.twitter.com/edward_jenkins/status/1727142853934252085
53,,Oxygens,Oksysge,https://www.twitter.com/Oksysge,"ID: 1727142996104397010",0,0,0,,"2023-11-22 01:52:33","@elonmusk Thanks goddd","Twitter for iPhone",https://www.twitter.com/Oksysge/status/1727142996104397010
54,,"Michael Mansfield",MCMANSFIELD001,https://www.twitter.com/MCMANSFIELD001,"ID: 1727143107060523418",0,0,0,,"2023-11-22 01:53:00","@elonmusk He knows, 😂","Twitter for Android",https://www.twitter.com/MCMANSFIELD001/status/1727143107060523418
55,,"Dr. Bash",Doctorbash,https://www.twitter.com/Doctorbash,"ID: 1727143124496175611",0,0,0,,"2023-11-22 01:53:04","@elonmusk 😆","Twitter for iPhone",https://www.twitter.com/Doctorbash/status/1727143124496175611
56,,"Massage In Dubai تدليك في دب ي",AracelisPa53811,https://www.twitter.com/AracelisPa53811,"ID: 1727143145463288259",0,0,0,,"2023-11-22 01:53:09","@elonmusk Your talent is awe-inspiring!","Twitter Web App",https://www.twitter.com/AracelisPa53811/status/1727143145463288259
57,,@milarsen63,MilasrStark,https://www.twitter.com/MilasrStark,"ID: 1727143165537517750",0,0,1,,"2023-11-22 01:53:14","@elonmusk 👏🏻😂🤣","Twitter for iPhone",https://www.twitter.com/MilasrStark/status/1727143165537517750
58,,"I an mcnamara",Ianmcnamara5,https://www.twitter.com/Ianmcnamara5,"ID: 1727143192016134544",0,0,0,,"2023-11-22 01:53:20","@elonmusk https://t.co/4zVaC6gncl","Twitter Web App",https://www.twitter.com/Ianmcnamara5/status/1727143192016134544
59,,"Asqarjon Usmonov",AsqarjonU,https://www.twitter.com/AsqarjonU,"ID: 1727143195447063006",0,0,0,,"2023-11-22 01:53:21","@elonmusk Два дня я вам не писаль .   И снова пищу мистер Илон Маск вы очень талантлевый и богатый человек . А ещо Удачлевый . Я хочу у себя родине  построить спортивный городок 6го поколение и ваше имя будеть носить , по этому  я хочу вы мне конкретно помогли построить .","Twitter for Android",https://www.twitter.com/AsqarjonU/status/1727143195447063006
60,,"Alec Pridgen",MondoBizarro83,https://www.twitter.com/MondoBizarro83,"ID: 1727143204510998879",0,0,0,,"2023-11-22 01:53:23","@elonmusk Wrong location for bigoted people like you.","Twitter for iPhone",https://www.twitter.com/MondoBizarro83/status/1727143204510998879
61,,Bombastic,pubgbombastic,https://www.twitter.com/pubgbombastic,"ID: 1727143214338146695",0,0,0,,"2023-11-22 01:53:25","@elonmusk Look what's happening, everyone is silent ۔.. https://t.co/ev6TSaPCru","Twitter for Android",https://www.twitter.com/pubgbombastic/status/1727143214338146695
62,,"Champagne Dame of Oz-COVID IS AIRBORNE",ellisoconnor,https://www.twitter.com/ellisoconnor,"ID: 1727143255090069976",0,1,1,,"2023-11-22 01:53:35","@JohnCam14394418 @fopminui @mariewalsh18 @elonmusk I appreciate it. Luckily I already had my two daughters 🙏🏻","Twitter for iPad",https://www.twitter.com/ellisoconnor/status/1727143255090069976
63,,"Anthony?! Blatant Tw1tter Injustice Era",nonwashablegmer,https://www.twitter.com/nonwashablegmer,"ID: 1727143263013134594",0,0,0,,"2023-11-22 01:53:37","@elonmusk Just like that lolsuit you filed.","Twitter for Android",https://www.twitter.com/nonwashablegmer/status/1727143263013134594
64,,Paulina,_Milosci_,https://www.twitter.com/_Milosci_,"ID: 1727143283875569979",0,0,0,,"2023-11-22 01:53:42","@elonmusk the man explains his adultery","Twitter for iPhone",https://www.twitter.com/_Milosci_/status/1727143283875569979
65,,"Molly Pocket",MollyPocket99,https://www.twitter.com/MollyPocket99,"ID: 1727143428994285878",0,0,0,,"2023-11-22 01:54:16","@elonmusk i'll be explaining a lot though 🥺🥺","Twitter Web App",https://www.twitter.com/MollyPocket99/status/1727143428994285878
66,,"nabad 11",Abdi_fitah1,https://www.twitter.com/Abdi_fitah1,"ID: 1727143611899535601",0,0,0,,"2023-11-22 01:55:00","@elonmusk The day of judgment is not explaining its accountability for what u did God knows why u did bcz there is 2 angel right everything about u Master elon musk","Twitter for Android",https://www.twitter.com/Abdi_fitah1/status/1727143611899535601
67,,"Kashi Yadav",KashiYa44635887,https://www.twitter.com/KashiYa44635887,"ID: 1727143654484238481",1,0,1,,"2023-11-22 01:55:10","@elonmusk #सन1513_में_काशीभंडारासन 1513 में 18 लाख लोगों को काशी में कबीर परमात्मा ने तीन दिन तक भोजन भंडारा कराया। जिसमें 9 लाख बैल और एक लाख सेवादार सतलोक से आए थे। 9 लाख बैलों पर भंडारे की पूरी सामग्री लाए थे।दिव्य धर्म यज्ञ दिवस https://t.co/15pwqkzpTe","Twitter for Android",https://www.twitter.com/KashiYa44635887/status/1727143654484238481
68,,"Margrethe Hotter",MargretheHotter,https://www.twitter.com/MargretheHotter,"ID: 1727143706544034041",0,0,0,,"2023-11-22 01:55:23","@elonmusk 😂","Twitter for iPhone",https://www.twitter.com/MargretheHotter/status/1727143706544034041
69,,Frenszie,frenszie,https://www.twitter.com/frenszie,"ID: 1727143741121847543",0,0,0,,"2023-11-22 01:55:31","@Jbanklestankle1 @elonmusk So not right, but so funny. 😂","Twitter Web App",https://www.twitter.com/frenszie/status/1727143741121847543
70,,"Krishan choudhary",krishansau93,https://www.twitter.com/krishansau93,"ID: 1727143751540416605",0,0,0,,"2023-11-22 01:55:33","@elonmusk Wow","Twitter for Android",https://www.twitter.com/krishansau93/status/1727143751540416605
71,,"MIKE Carroll",a2377467marine,https://www.twitter.com/a2377467marine,"ID: 1727143851893387611",0,0,0,,"2023-11-22 01:55:57","@elonmusk This picture shows just how far you can go. When you believe in yourself, you can do anything when you apply yourself. Dreaming is just part of life. It's a good thing.  Semper-fi. 🤔","Twitter Web App",https://www.twitter.com/a2377467marine/status/1727143851893387611
72,,"Ash Dozer",malamutesarefun,https://www.twitter.com/malamutesarefun,"ID: 1727143910668218481",0,0,0,,"2023-11-22 01:56:11","@elonmusk 🤣","Twitter for iPhone",https://www.twitter.com/malamutesarefun/status/1727143910668218481
73,,"Investment Kage",Investmentkage,https://www.twitter.com/Investmentkage,"ID: 1727143911737417866",0,0,1,,"2023-11-22 01:56:11","@elonmusk The meme lord is back!","Twitter for iPhone",https://www.twitter.com/Investmentkage/status/1727143911737417866
74,,"Mr. Paperclip",cryptobergstein,https://www.twitter.com/cryptobergstein,"ID: 1727144051164745738",0,0,0,,"2023-11-22 01:56:45","@elonmusk https://t.co/hTJwc3cG5d","Twitter for Android",https://www.twitter.com/cryptobergstein/status/1727144051164745738
75,,مدیحہ,mermadiha,https://www.twitter.com/mermadiha,"ID: 1727144061587570708",0,0,0,,"2023-11-22 01:56:47","@elonmusk so dumbledore will be our god","Twitter for iPhone",https://www.twitter.com/mermadiha/status/1727144061587570708
76,,"Japan Rover",Japan_Rover,https://www.twitter.com/Japan_Rover,"ID: 1727144203145335217",0,0,0,,"2023-11-22 01:57:21","@elonmusk May I join you in this heavenly saga?","Twitter for iPhone",https://www.twitter.com/Japan_Rover/status/1727144203145335217
77,,"भारतीय नागरिक",SadharanIndian,https://www.twitter.com/SadharanIndian,"ID: 1727144273941066005",0,0,0,,"2023-11-22 01:57:38","@elonmusk 😀😀.","Twitter for Android",https://www.twitter.com/SadharanIndian/status/1727144273941066005
78,,"Looter.Chris 🇦🇺🐸",Chrisz_Nftz,https://www.twitter.com/Chrisz_Nftz,"ID: 1727144306581078097",0,0,0,,"2023-11-22 01:57:46","@ZeroToSclero @elonmusk $black all day https://t.co/t9cQXFIdmo","Twitter for Android",https://www.twitter.com/Chrisz_Nftz/status/1727144306581078097
79,,"🇺🇲Visitor To This Planet ✝️",VttpThis,https://www.twitter.com/VttpThis,"ID: 1727144376248533321",0,0,0,,"2023-11-22 01:58:02","@elonmusk He knows, Elon, He knows.  HE will be the one explaining.","Twitter for Android",https://www.twitter.com/VttpThis/status/1727144376248533321
80,,"Patrick Shari",maxsudsharfal,https://www.twitter.com/maxsudsharfal,"ID: 1727144395328332232",0,0,0,,"2023-11-22 01:58:07","@elonmusk So nhung con mua so nhung co don ve","Twitter Web App",https://www.twitter.com/maxsudsharfal/status/1727144395328332232
81,,"Papa Bear",PapaBearhands,https://www.twitter.com/PapaBearhands,"ID: 1727144407885820173",1,2,3,,"2023-11-22 01:58:10","@elonmusk Jesus will forgive no $Black marks for memes!It all in good fun! https://t.co/nIh36rXvUv","Twitter for iPhone",https://www.twitter.com/PapaBearhands/status/1727144407885820173
82,,"Clown Down Under 🤡",clowndownunder,https://www.twitter.com/clowndownunder,"ID: 1727144484033712155",0,0,0,,"2023-11-22 01:58:28","@elonmusk 😭","Twitter for iPhone",https://www.twitter.com/clowndownunder/status/1727144484033712155
83,,"Guardian Mati",GuardianMati,https://www.twitter.com/GuardianMati,"ID: 1727144546373603833",0,0,0,,"2023-11-22 01:58:43","@elonmusk 🤣🤣🤣","Twitter Web App",https://www.twitter.com/GuardianMati/status/1727144546373603833
84,,hien,hien08966460,https://www.twitter.com/hien08966460,"ID: 1727144687776207267",0,0,0,,"2023-11-22 01:59:17","@elonmusk Isy ❤️","Twitter for iPhone",https://www.twitter.com/hien08966460/status/1727144687776207267
85,,"Carpe Dm",Carpe_D_M__,https://www.twitter.com/Carpe_D_M__,"ID: 1727144799319531934",0,0,0,,"2023-11-22 01:59:43","@elonmusk *that you believe","Twitter for Android",https://www.twitter.com/Carpe_D_M__/status/1727144799319531934
86,,"Katie Mathews",tattooedlady333,https://www.twitter.com/tattooedlady333,"ID: 1727144829916958753",0,0,0,,"2023-11-22 01:59:50","@elonmusk https://t.co/Ra5ifO47lL","Twitter for Android",https://www.twitter.com/tattooedlady333/status/1727144829916958753
87,,"Looter.Chris 🇦🇺🐸",Chrisz_Nftz,https://www.twitter.com/Chrisz_Nftz,"ID: 1727144942265643486",0,0,1,,"2023-11-22 02:00:17","@PapaBearhands @elonmusk $black all day!!! https://t.co/aNjTFXsloN","Twitter for Android",https://www.twitter.com/Chrisz_Nftz/status/1727144942265643486
88,,"Rick 🇺🇲 💯%",randm_62,https://www.twitter.com/randm_62,"ID: 1727145000868389219",0,0,0,,"2023-11-22 02:00:31","@elonmusk Elon .... Memes are not what He is going to be asking YOU and YOU alone, about!","Twitter for Android",https://www.twitter.com/randm_62/status/1727145000868389219
89,,"Jedi Rich",jedirich_,https://www.twitter.com/jedirich_,"ID: 1727145130178814310",0,0,0,,"2023-11-22 02:01:02","@elonmusk God doesn’t let billionaires into Heaven.","Twitter for iPhone",https://www.twitter.com/jedirich_/status/1727145130178814310
90,,Zero,ZeroToSclero,https://www.twitter.com/ZeroToSclero,"ID: 1727145136050839699",0,0,0,,"2023-11-22 02:01:03","@PapaBearhands @elonmusk Nothing to tell jesus if you're jesus $black","Twitter Web App",https://www.twitter.com/ZeroToSclero/status/1727145136050839699
91,,"Ricardo Batista",Ricco_DeRich,https://www.twitter.com/Ricco_DeRich,"ID: 1727145366385271246",0,0,0,,"2023-11-22 02:01:58","@A082014C @Jbanklestankle1 @elonmusk I don’t know abou the Africans,most of crimes and grapes are committed by Africans","Twitter Web App",https://www.twitter.com/Ricco_DeRich/status/1727145366385271246
92,,"Barry Henderson",barry_hend33138,https://www.twitter.com/barry_hend33138,"ID: 1727145377185542186",0,0,0,,"2023-11-22 02:02:01","@elonmusk 😂.","Twitter for iPhone",https://www.twitter.com/barry_hend33138/status/1727145377185542186
93,,德力CDN|delicdn.xyz,zhisou3,https://www.twitter.com/zhisou3,"ID: 1727145421158678977",0,0,0,,"2023-11-22 02:02:11","@elonmusk done","Twitter Web App",https://www.twitter.com/zhisou3/status/1727145421158678977
94,,"Aycan Elijah",aycanelijah,https://www.twitter.com/aycanelijah,"ID: 1727145424388333648",0,0,0,,"2023-11-22 02:02:12","@elonmusk the biggest loser https://t.co/rU9wsoI740","Twitter Web App",https://www.twitter.com/aycanelijah/status/1727145424388333648
95,,"تدليك في دبي",tdlykfy11913946,https://www.twitter.com/tdlykfy11913946,"ID: 1727145658711163367",0,0,0,,"2023-11-22 02:03:08","@elonmusk Marvelous!","Twitter Web App",https://www.twitter.com/tdlykfy11913946/status/1727145658711163367
96,,wont_forget_wont_forgive,the_right_kid,https://www.twitter.com/the_right_kid,"ID: 1727145748796678363",0,0,0,,"2023-11-22 02:03:29","@elonmusk 🤣🤣🤣🤣","Twitter for Android",https://www.twitter.com/the_right_kid/status/1727145748796678363
97,,Gattaca,Gattaca555,https://www.twitter.com/Gattaca555,"ID: 1727145812944380274",0,0,0,,"2023-11-22 02:03:45","@elonmusk Do you believe in God?","Twitter for iPhone",https://www.twitter.com/Gattaca555/status/1727145812944380274
98,,"Jim Martineau",MartineauJim2,https://www.twitter.com/MartineauJim2,"ID: 1727145845571948828",0,0,0,,"2023-11-22 02:03:53","@elonmusk Lol","Twitter for Android",https://www.twitter.com/MartineauJim2/status/1727145845571948828
